"ID_lien","ID_depart_txt","ID_depart","Type_depart","Nom_depart","ID_URD_depart","ID_CC_depart","X_depart","Y_depart","ID_arrivee_txt","ID_arrivee","Type_arrivee","Nom_arrivee","ID_URD_arrivee","ID_CC_arrivee","X_arrivee","Y_arrivee","Long_km","Diam_mm","K_max","distance","Diametre"
"201_202","201","201","URD","Douarnenez","201","2",155089.182485056,6800831.8788118,"202","202","URD","Kerlaz","202","2",159985.935129193,6801640.38951425,NA,NA,NA,23.648011533099,400
"201_204","201","201","URD","Douarnenez","201","2",155089.182485056,6800831.8788118,"204","204","URD","Poullan-sur-mer 
","204","2",149894.812931315,6800975.80760374,NA,NA,NA,23.648011533099,400
"201_R2031","201","201","URD","Douarnenez","201","2",155089.182485056,6800831.8788118,"R2031","R2031","RES","Réservoir du Moulin (Le Juch)","203","2",160775,6795343,NA,NA,NA,19.4836162184944,400
"204_801","204","204","URD","Poullan-sur-mer 
","204","2",149894.812931315,6800975.80760374,"801","801","URD","Nord-Cap-Sizun","801","8",137227.804240015,6800727.05661406,NA,NA,NA,26.1791733416345,100
"204_803","204","204","URD","Poullan-sur-mer 
","204","2",149894.812931315,6800975.80760374,"803","803","URD","Confort-Meilars","803","8",146925.146190953,6798906.77785899,NA,NA,NA,31.6858106293351,100
"29000151_T7001","29000151","29000151","OUV","Coatigrac'h","700","7",176067.769999999,6812901.24,"T7001","T7001","TTP","0","700","7",174849.1038,6811515.348,NA,NA,NA,12.6347543856768,1200
"29000152_T7002","29000152","29000152","OUV","Prat-Hir","700","7",176497.899999999,6810584.80999999,"T7002","T7002","TTP","0","700","7",175893.3367,6810433.6735,NA,NA,NA,10.7226155961063,1200
"290001571_T4022","290001571","290001571","OUV","Forage Cheffontaines","402","4",174085,6778785,"T4022","T4022","TTP","Benodet","402","4",174074.6679,6778772.8979,NA,NA,NA,42.0829249149161,100
"29000157_T4022","29000157","29000157","OUV","CHEFFONTAINES","402","4",174065,6778765,"T4022","T4022","TTP","Benodet","402","4",174074.6679,6778772.8979,NA,NA,NA,42.0632609727873,100
"29000171_T6061","29000171","29000171","OUV","NENEZ","606","6",184751,6802913,"T6061","T6061","TTP","Plomelin","606","6",167741.7492,6785579.6328,NA,NA,NA,21.2343246996788,100
"29000172_T6101","29000172","29000172","OUV","GOULITQUER","610","6",182569,6801152,"T6101","T6101","TTP","Edern","610","6",182684.9478,6801277.9313,NA,NA,NA,27.4816820487713,200
"29000174_T5111","29000174","29000174","OUV","GRANNEC","511","5",171980,6808517,"T5111","T5111","TTP",NA,"511","5",171006.9234,6808787.2586,NA,NA,NA,18.5569610658766,100
"29000180_T5131","29000180","29000180","OUV","GARS AR GARO-FORAGE","513","5",189584,6817316,"T5131","T5131","TTP",NA,"513","5",189574,6817306,NA,NA,NA,38.2311219654427,100
"29000187_T5031","29000187","29000187","OUV","KERGAOC","503","5",164192,6814598,"T5031","T5031","TTP","Dineault","503","5",164188.0255,6814596.0297,NA,NA,NA,13.6231659755676,100
"29000188_T5032","29000188","29000188","OUV","LEZAFF","503","5",166032,6813565,"T5032","T5032","TTP","Dineault","503","5",167278.378,6814113.1074,NA,NA,NA,13.3697881680628,100
"29000189_T2012","29000189","29000189","OUV","Keratry","201","2",159359.679999999,6800455.78,"T2012","T2012","TTP","Douarnenez","201","2",157288.1956,6801273.622,NA,NA,NA,4.57275176636504,300
"29000190_T2011","29000190","29000190","OUV","KERGAOULEDAN","201","2",152828,6797283,"T2011","T2011","TTP","Douarnenez","201","2",154331.8337,6800262.2294,NA,NA,NA,4.71597438268506,400
"29000191_T2011","29000191","29000191","OUV","KERYANNES","201","2",152974,6798041,"T2011","T2011","TTP","Douarnenez","201","2",154331.8337,6800262.2294,NA,NA,NA,4.25376170876176,100
"29000194_T1041","29000194","29000194","OUV","PEN AR VERN (Sud)","104","1",169829,6822468,"T1041","T1041","TTP","Le Faou","104","1",175623.3558,6818089.1598,NA,NA,NA,35.6391508701004,100
"290001971_T4041","290001971","290001971","OUV","Forage Kervrancel-Rosnabat","404","4",176912.64,6779054.29,"T4041","T4041","TTP",NA,"404","4",177121.1898,6779046.2598,NA,NA,NA,21.3528838720626,100
"29000197_T4041","29000197","29000197","OUV","Penalen","404","4",176892.64,6779024.29,"T4041","T4041","TTP",NA,"404","4",177121.1898,6779046.2598,NA,NA,NA,26.9976556095056,250
"29000198_T4041","29000198","29000198","OUV","Creach Queta","404","4",174220.39,6782919.41999999,"T4041","T4041","TTP",NA,"404","4",177121.1898,6779046.2598,NA,NA,NA,22.8407343683486,300
"29000202_T5161","29000202","29000202","OUV","TOULHARN","516","5",181943,6807902,"T5161","T5161","TTP","Gouézec","516","5",182109.1297,6808061.7798,NA,NA,NA,37.8286819931741,100
"29000203_T5162","29000203","29000203","OUV","MOULIN NEUF","516","5",179041,6807356,"T5162","T5162","TTP","Gouézec","516","5",179035.7167,6807355.6059,NA,NA,NA,35.1089507686711,100
"29000215_T3021","29000215","29000215","OUV","KERGAMET","302","3",152839,6791127,"T3021","T3021","TTP","Kergamet","302","3",152835.5202,6791073.9522,NA,NA,NA,10.9989203519462,100
"29000216_T6111","29000216","29000216","OUV","LANVERN-CAPTAGE","611","6",176626,6800310,"T6111","T6111","TTP",NA,"611","6",176737.236,6799958.7184,NA,NA,NA,26.5324727824372,100
"29000217_T6111","29000217","29000217","OUV","LANVERN-FORAGE","611","6",176641,6800290,"T6111","T6111","TTP",NA,"611","6",176737.236,6799958.7184,NA,NA,NA,24.5324784519716,100
"29000218_T6111","29000218","29000218","OUV","TY FAO","611","6",176783,6799939,"T6111","T6111","TTP",NA,"611","6",176737.236,6799958.7184,NA,NA,NA,23.6783092118512,100
"29000219_T6121","29000219","29000219","OUV","KERGREN","612","6",181832,6797810,"T6121","T6121","TTP","Landulal","612","6",181764.5918,6797218.0663,NA,NA,NA,23.2981153100167,100
"29000220_T6121","29000220","29000220","OUV","KERGARADEC","612","6",181345,6796874,"T6121","T6121","TTP","Landulal","612","6",181764.5918,6797218.0663,NA,NA,NA,19.1023101868862,100
"29000221_T6131","29000221","29000221","OUV","PARC YAN","613","6",185764,6798338,"T6131","T6131","TTP","Langolen","613","6",185368.4632,6798367.4835,NA,NA,NA,22.8163124918896,100
"29000222_T6131","29000222","29000222","OUV","KERZOUALEN","613","6",185634,6798329,"T6131","T6131","TTP","Langolen","613","6",185368.4632,6798367.4835,NA,NA,NA,18.3991227445807,100
"29000228_T6021","29000228","29000228","OUV","KERVAVARN","602","6",165353,6802501,"T6021","T6021","TTP","Locronan","602","6",165365.6502,6802509.4278,NA,NA,NA,21.5211143236153,100
"29000232_T5151","29000232","29000232","OUV","RUNIGOU VIHAN","515","5",178416,6807880,"T5151","T5151","TTP","Lothey","515","5",178418.4144,6807880.2608,NA,NA,NA,23.2037475024468,100
"29000241_T2041","29000241","29000241","OUV","LESAFF CAP","204","2",150141,6799872,"T2041","T2041","TTP","Poullan-sur-Mer","204","2",149472.0366,6799634.4576,NA,NA,NA,22.4338743086423,100
"29000242_T2041","29000242","29000242","OUV","LESAFF FOR","204","2",150291,6799881,"T2041","T2041","TTP","Poullan-sur-Mer","204","2",149472.0366,6799634.4576,NA,NA,NA,22.3351785849098,100
"29000247_T6051","29000247","29000247","OUV","KERNEVES CAP","605","6",163063,6792494,"T6051","T6051","TTP","Ploneis","605","6",163066.1742,6792459.4062,NA,NA,NA,22.7059593922276,100
"29000249_T2031","29000249","29000249","OUV","KERSTRAT","203","2",155999,6795149,"T2031","T2031","TTP","Le Juch-Pouldergat","203","2",155399.0814,6795555.0474,NA,NA,NA,20.2275704368725,100
"29000250_T3011","29000250","29000250","OUV","SAINT AVE","301","3",157755,6791093,"T3011","T3011","TTP","Saint-avé","301","3",157621.062,6790916.4234,NA,NA,NA,26.1528998948331,100
"29000251_T5171","29000251","29000251","OUV","PEN A VERN.","517","5",186972.722,6820981.206,"T5171","T5171","TTP",NA,"517","5",186962.722,6820971.206,NA,NA,NA,19.4863032139765,100
"29000252_T5121","29000252","29000252","OUV","MADELEINE","512","5",186356,6820774,"T5121","T5121","TTP","Cast","512","5",185727.1752,6820066.9512,NA,NA,NA,18.8357383581593,100
"29000254_T6061","29000254","29000254","OUV","BOISSAVARN NOUVEAU","606","6",167672,6785392,"T6061","T6061","TTP","Plomelin","606","6",167741.7492,6785579.6328,NA,NA,NA,26.0563067032549,100
"29000255_T6061","29000255","29000255","OUV","REUNIAT-CAP","606","6",167495,6785973,"T6061","T6061","TTP","Plomelin","606","6",167741.7492,6785579.6328,NA,NA,NA,25.4575621610321,100
"29000258_T5041","29000258","29000258","OUV","DOUR BIHAN","504","5",163505,6812912,"T5041","T5041","TTP","Plomodiern","504","5",163509.1314,6811916.375,NA,NA,NA,4.32989079774338,100
"29000267_T3031","29000267","29000267","OUV","SAINT RENAN","303","3",150930,6791072,"T3031","T3031","TTP","Saint-Ronan","303","3",150454.0279,6791565.719,NA,NA,NA,18.248850209327,250
"29000268_T6071","29000268","29000268","OUV","KERVOELIG","607","6",165629,6789166,"T6071","T6071","TTP","Pluguffan","607","6",165630.3717,6789168.1198,NA,NA,NA,28.8338898941419,100
"29000274_T1052","29000274","29000274","OUV","POULDU","106","1",175581,6818065,"T1052","T1052","TTP","Pont-de-Buis-lès-Quimerch","106","1",175623.3558,6818089.1598,NA,NA,NA,1.74316496454356,100
"29000275_T1051","29000275","29000275","OUV","GOASTALLAN","105","1",172695,6823175,"T1051","T1051","TTP","Pont-de-Buis-lès-Quimerch","105","1",172507.7088,6823262.202,NA,NA,NA,9.00411175324543,100
"29000278_T5071","29000278","29000278","OUV","COATILIGER PL.","507","5",175232.9,6812698.183,"T5071","T5071","TTP","Saint-Segal","507","5",177190.0266,6816017.5416,NA,NA,NA,0.0673915248374607,100
"29000279_T1011","29000279","29000279","OUV","Poraon","101","1",150667.64,6819271.53,"T1011","T1011","TTP","Crozon-Ouest","101","1",150581.8103,6819324.0725,NA,NA,NA,25.3635679951847,300
"29000285_T1021","29000285","29000285","OUV","KERNERON / ARGOL","102","1",157553,6818380,"T1021","T1021","TTP","Crozon-Est","102","1",157067.1604,6819380.9779,NA,NA,NA,19.6277044529396,300
"29000287_T6011","29000287","29000287","OUV","KERGOAT","601","6",167423,6802732,"T6011","T6011","TTP","Quemeneven","601","6",167364.2714,6803389.434,NA,NA,NA,5.77099447881068,100
"29000292_T6142","29000292","29000292","OUV","COATLIGAVAN","614","6",168617,6790961,"T6142","T6142","TTP","Quimper","614","6",169920.709,6790246.2069,NA,NA,NA,16.278515629305,500
"29000293_T6142","29000293","29000293","OUV","DOURGUEN","614","6",165749,6792303,"T6142","T6142","TTP","Quimper","614","6",169920.709,6790246.2069,NA,NA,NA,15.7234500096795,500
"29000294_T6142","29000294","29000294","OUV","LEURRE","614","6",165263,6791537,"T6142","T6142","TTP","Quimper","614","6",169920.709,6790246.2069,NA,NA,NA,30.0362706224018,500
"29000305_T5021","29000305","29000305","OUV","CHAPELLE NEUVE","502","5",161677,6815253,"T5021","T5021","TTP","Saint-Nic","502","5",160168.0413,6815370.2159,NA,NA,NA,21.1089737662846,100
"29000306_T5021","29000306","29000306","OUV","YEUN","502","5",161757,6815293,"T5021","T5021","TTP","Saint-Nic","502","5",160168.0413,6815370.2159,NA,NA,NA,21.027747235574,100
"29000314_T5071","29000314","29000314","OUV","COATILIGER SS","507","5",177277,6815994,"T5071","T5071","TTP","Saint-Segal","507","5",177190.0266,6816017.5416,NA,NA,NA,5.49804926900981,100
"29000327_T6141","29000327","29000327","OUV","Troheir","614","6",169788.929999999,6792230.50999999,"T6141","T6141","TTP","Quimper","614","6",169798.6836,6792232.9291,NA,NA,NA,31.7962005563371,1200
"29000335_T5011","29000335","29000335","OUV","TOUL AR GLOET","501","5",163373,6816875,"T5011","T5011","TTP","Trevargan","501","5",163347.4306,6817137.1165,NA,NA,NA,25.4499886348844,100
"29000336_T5012","29000336","29000336","OUV","BRIGNEUN","501","5",164931,6816663,"T5012","T5012","TTP","Trevargan","501","5",165265.717,6817080.2455,NA,NA,NA,23.9012345024156,100
"29000996_T6061","29000996","29000996","OUV",NA,"606","6",167682,6785402,"T6061","T6061","TTP","Plomelin","606","6",167741.7492,6785579.6328,NA,NA,NA,33.2513156023845,100
"29000997_T6051","29000997","29000997","OUV",NA,"605","6",165789,6792292,"T6051","T6051","TTP","Ploneis","605","6",163066.1742,6792459.4062,NA,NA,NA,22.0352574748828,100
"29000998_T5171","29000998","29000998","OUV","Captage Noguellou","517","5",186992.722,6821001.206,"T5171","T5171","TTP",NA,"517","5",186962.722,6820971.206,NA,NA,NA,13.6661700348158,100
"29000999_T5171","29000999","29000999","OUV","Captage LA gare","517","5",186982.722,6820991.206,"T5171","T5171","TTP",NA,"517","5",186962.722,6820971.206,NA,NA,NA,13.4236428473574,100
"29001266_T6071","29001266","29001266","OUV","KERVOELLIC FOR","607","6",165684,6789185,"T6071","T6071","TTP","Pluguffan","607","6",165630.3717,6789168.1198,NA,NA,NA,39.368240486933,100
"290013191_T4051","290013191","290013191","OUV","Forage Bois de mur","405","4",178668,6784614,"T4051","T4051","TTP",NA,"405","4",179267.8176,6784082.5998,NA,NA,NA,21.4303685519867,100
"290013192_T4051","290013192","290013192","OUV","Forage Lanveron","405","4",178658,6784634,"T4051","T4051","TTP",NA,"405","4",179267.8176,6784082.5998,NA,NA,NA,21.4080078941145,100
"29001319_T4051","29001319","29001319","OUV","TROUARN SECONDAIRE","405","4",178678,6784594,"T4051","T4051","TTP",NA,"405","4",179267.8176,6784082.5998,NA,NA,NA,21.3856472362881,100
"29001476_T2011","29001476","29001476","OUV","BOTCARN","201","2",153137,6797728,"T2011","T2011","TTP","Douarnenez","201","2",154331.8337,6800262.2294,NA,NA,NA,11.4871284667107,200
"29001480_T5041","29001480","29001480","OUV","CROAZ RU","504","5",163304,6812453,"T5041","T5041","TTP","Plomodiern","504","5",163509.1314,6811916.375,NA,NA,NA,10.4326961671877,100
"29001501_T3021","29001501","29001501","OUV","KERGAMET FORAGE 1","302","3",152839,6791107,"T3021","T3021","TTP","Kergamet","302","3",152835.5202,6791073.9522,NA,NA,NA,16.65175206317,100
"29001502_T3021","29001502","29001502","OUV","KERGAMET FORAGE 2","302","3",152839,6791107,"T3021","T3021","TTP","Kergamet","302","3",152835.5202,6791073.9522,NA,NA,NA,16.65175206317,100
"29001503_T3011","29001503","29001503","OUV","SAINT AVE FOR","301","3",157564,6790979,"T3011","T3011","TTP","Saint-avé","301","3",157621.062,6790916.4234,NA,NA,NA,8.3332802550031,100
"29001504_T6051","29001504","29001504","OUV","PEN GOYEN","605","6",165779,6792282,"T6051","T6051","TTP","Ploneis","605","6",163066.1742,6792459.4062,NA,NA,NA,3.58587280960802,200
"29001506_T5071","29001506","29001506","OUV","COATILIGER FOR SS","507","5",177222,6816025,"T5071","T5071","TTP","Saint-Segal","507","5",177190.0266,6816017.5416,NA,NA,NA,27.4938806108876,100
"29001522_T5091","29001522","29001522","OUV","PRAT AR ROUZ","509","5",172659,6809373,"T5091","T5091","TTP","Chateaulin","509","5",173699.6591,6809853.9191,NA,NA,NA,26.3757491471731,100
"29001523_T6102","29001523","29001523","OUV","NENEZ FORAGE","610","6",167323,6785475,"T6102","T6102","TTP","Edern","610","6",184749.7461,6802912.4223,NA,NA,NA,1.89089537751129,100
"29001540_T5091","29001540","29001540","OUV","MENEZ-KERLEC'H","509","5",173720,6808769,"T5091","T5091","TTP","Chateaulin","509","5",173699.6591,6809853.9191,NA,NA,NA,22.8239478001773,100
"29002043_T4012","29002043","29002043","OUV","KERASPLOC'H","401","4",175208,6776748,"T4012","T4012","TTP","Fouesnant","401","4",176445,6777420,NA,NA,NA,15.5380136351942,100
"290020551_T4021","290020551","290020551","OUV","Forage Keraven","402","4",173076,6777071,"T4021","T4021","TTP","Benodet","402","4",171633.3444,6777166.9968,NA,NA,NA,12.9289350319913,100
"290020552_T4021","290020552","290020552","OUV","Guénodou","402","4",173056,6777051,"T4021","T4021","TTP","Benodet","402","4",171633.3444,6777166.9968,NA,NA,NA,14.9705647389989,100
"29002055_T4021","29002055","29002055","OUV","Keraven","402","4",171606.7,6777182.01999999,"T4021","T4021","TTP","Benodet","402","4",171633.3444,6777166.9968,NA,NA,NA,14.9961739392931,300
"290021101_T4031","290021101","290021101","OUV","Forage Roud Gwen","403","4",172550.644,6780779.406,"T4031","T4031","TTP","Clohars-Fouesnant","403","4",172514.8638,6780765.2124,NA,NA,NA,20.2650144166159,100
"29002110_T4031","29002110","29002110","OUV","ROUD GUEN PUITS PRINCIPAL","403","4",172530.644,6780759.406,"T4031","T4031","TTP","Clohars-Fouesnant","403","4",172514.8638,6780765.2124,NA,NA,NA,20.2403393180886,200
"29002187_T2031","29002187","29002187","OUV","KERSTRAT SUD60","203","2",155372,6795543,"T2031","T2031","TTP","Le Juch-Pouldergat","203","2",155399.0814,6795555.0474,NA,NA,NA,28.2685690026231,100
"29002204_T3031","29002204","29002204","OUV","FORAGE KERLOSQUET","303","3",151061,6791271,"T3031","T3031","TTP","Saint-Ronan","303","3",150454.0279,6791565.719,NA,NA,NA,33.6592175999543,100
"29002240_T4012","29002240","29002240","OUV","BREHOULOU","401","4",176455,6777430,"T4012","T4012","TTP","Fouesnant","401","4",176445,6777420,NA,NA,NA,26.0309238872649,100
"2900224_T4012","2900224","2900224","OUV","BREHOULOU 2","401","4",176465,6777440,"T4012","T4012","TTP","Fouesnant","401","4",176445,6777420,NA,NA,NA,22.8746299805651,100
"29002362_T6061","29002362","29002362","OUV","REUNIAT-FOR","606","6",167000,6785782,"T6061","T6061","TTP","Plomelin","606","6",167741.7492,6785579.6328,NA,NA,NA,15.9741055951563,100
"302_804","302","302","URD","Kergamet","302","3",153423.641546428,6792363.69870428,"804","804","URD","Mahalon","804","8",147753.37316262,6795603.76929748,NA,NA,NA,27.6300364159146,100
"303_304","303","303","URD","Saint-Ronan","303","3",150106.444813233,6787470.57970721,"304","304","URD","Plonéour-Lanvern","304","3",158000.185045465,6781414.20339784,NA,NA,NA,31.8523356551798,200
"304_303","304","304","URD","Plonéour-Lanvern","304","3",158000.185045465,6781414.20339784,"303","303","URD","Saint-Ronan","303","3",150106.444813233,6787470.57970721,NA,NA,NA,31.8599953417261,200
"304_HP1","304","304","URD","Plonéour-Lanvern","304","3",158000.185045465,6781414.20339784,"HP1","HP1","URD","CCPBS","HP1","HP",158389.65400579,6774911.99560276,NA,NA,NA,31.8599953417261,200
"403_405","403","403","URD","Lanveron","403","4",171630.585001123,6780426.25256439,"405","405","URD","Saint-Evarzec","405","4",177442.836557779,6784696.66868045,NA,NA,NA,9.60720863262252,200
"405_403","405","405","URD","Saint-Evarzec","405","4",177442.836557779,6784696.66868045,"403","403","URD","Lanveron","403","4",171630.585001123,6780426.25256439,NA,NA,NA,7.74266304652562,200
"511_601","511","511","URD","Cast","511","5",171286.211306641,6807019.18738507,"601","601","URD","Quéménéven","601","6",169120.871753047,6803775.29286428,NA,NA,NA,16.9965636201407,100
"512_513","512","512","URD","Pleyben","512","5",182774.785785997,6815940.17420926,"513","513","URD","Le Cloître Pleyben","513","5",188809.2738069,6817710.40190098,NA,NA,NA,48.0204797447446,100
"512_514","512","512","URD","Pleyben","512","5",182774.785785997,6815940.17420926,"514","514","URD","Lennon","514","5",187824.62300997,6811858.09055714,NA,NA,NA,48.7755805242692,100
"512_R5161","512","512","URD","Pleyben","512","5",182774.785785997,6815940.17420926,"R5161","R5161","RES","Réservoir du Bourg","516","5",182088.232939,6808077.4119,NA,NA,NA,39.6904680032869,100
"517_512","517","517","URD","Lannedern","517","5",188657.790923983,6821154.72457839,"512","512","URD","Pleyben","512","5",182774.785785997,6815940.17420926,NA,NA,NA,48.2288576286354,100
"517_513","517","517","URD","Lannedern","517","5",188657.790923983,6821154.72457839,"513","513","URD","Le Cloître Pleyben","513","5",188809.2738069,6817710.40190098,NA,NA,NA,55.2679843635716,100
"601_511","601","601","URD","Quéménéven","601","6",169120.871753047,6803775.29286428,"511","511","URD","Cast","511","5",171286.211306641,6807019.18738507,NA,NA,NA,17.6799277002078,100
"604_603","604","604","URD","Guengat","604","6",164481.922601343,6795625.06356933,"603","603","URD","Plogonnec","603","6",167572.876055015,6798865.46268076,NA,NA,NA,22.7710015191276,100
"605_607","605","605","URD","Plonéis","605","6",163189.551693076,6792381.7374172,"607","607","URD","Pluguffan","607","6",164416.588862257,6787927.23581394,NA,NA,NA,3.82088156880446,100
"606_607","606","606","URD","Plomelin","606","6",166832.105698413,6783648.93644323,"607","607","URD","Pluguffan","607","6",164416.588862257,6787927.23581394,NA,NA,NA,13.1696488909735,100
"607_606","607","607","URD","Pluguffan","607","6",164416.588862257,6787927.23581394,"606","606","URD","Plomelin","606","6",166832.105698413,6783648.93644323,NA,NA,NA,8.26164196179943,100
"HP1_304","HP1","HP1","URD","CCPBS","HP1","HP",158389.65400579,6774911.99560276,"304","304","URD","Plonéour-Lanvern","304","3",158000.185045465,6781414.20339784,NA,NA,NA,20.5697791964842,100
"HP1_R4021","HP1","HP1","URD","CCPBS","HP1","HP",158389.65400579,6774911.99560276,"R4021","R4021","RES","Réservoir de Bénodet","402","4",169267,6776946,NA,NA,NA,20.5697791964842,100
"HP3_512","HP3","HP3","URD","Brasparts","HP3","HP",185438.668330289,6824786.8489688,"512","512","URD","Pleyben","512","5",182774.785785997,6815940.17420926,NA,NA,NA,42.5659447376518,400
"R1021_101","R1021","R1021","RES","Reservoir de la Montagne","102","1",157873.070389,6817415.92364,"101","101","URD","Crozon-Ouest","101","1",143432.698138099,6821407.46682621,NA,NA,NA,25.6585814258657,400
"R1021_102","R1021","R1021","RES","Reservoir de la Montagne","102","1",157873.070389,6817415.92364,"102","102","URD","Crozon-Est","102","1",155343.444903213,6820313.83588937,NA,NA,NA,25.8853098430563,300
"R2031_201","R2031","R2031","RES","Réservoir du Moulin (Le Juch)","203","2",160775,6795343,"201","201","URD","Douarnenez","201","2",155089.182485056,6800831.8788118,NA,NA,NA,7.85539878045666,400
